filename,filepath,mask_filename,mask_filepath,extra_masks,class,is_negative,split
benign (113).png,dataset/benign/benign (113).png,benign (113)_mask.png,dataset/benign/benign (113)_mask.png,[],benign,False,test
benign (114).png,dataset/benign/benign (114).png,benign (114)_mask.png,dataset/benign/benign (114)_mask.png,[],benign,False,test
benign (115).png,dataset/benign/benign (115).png,benign (115)_mask.png,dataset/benign/benign (115)_mask.png,[],benign,False,train
benign (116).png,dataset/benign/benign (116).png,benign (116)_mask.png,dataset/benign/benign (116)_mask.png,[],benign,False,train
benign (117).png,dataset/benign/benign (117).png,benign (117)_mask.png,dataset/benign/benign (117)_mask.png,[],benign,False,train
benign (118).png,dataset/benign/benign (118).png,benign (118)_mask.png,dataset/benign/benign (118)_mask.png,[],benign,False,val
benign (119).png,dataset/benign/benign (119).png,benign (119)_mask.png,dataset/benign/benign (119)_mask.png,[],benign,False,test
benign (12).png,dataset/benign/benign (12).png,benign (12)_mask.png,dataset/benign/benign (12)_mask.png,[],benign,False,test
benign (120).png,dataset/benign/benign (120).png,benign (120)_mask.png,dataset/benign/benign (120)_mask.png,[],benign,False,train
benign (121).png,dataset/benign/benign (121).png,benign (121)_mask.png,dataset/benign/benign (121)_mask.png,[],benign,False,train
benign (122).png,dataset/benign/benign (122).png,benign (122)_mask.png,dataset/benign/benign (122)_mask.png,[],benign,False,train
benign (123).png,dataset/benign/benign (123).png,benign (123)_mask.png,dataset/benign/benign (123)_mask.png,[],benign,False,train
benign (124).png,dataset/benign/benign (124).png,benign (124)_mask.png,dataset/benign/benign (124)_mask.png,[],benign,False,val
benign (125).png,dataset/benign/benign (125).png,benign (125)_mask.png,dataset/benign/benign (125)_mask.png,[],benign,False,train
benign (126).png,dataset/benign/benign (126).png,benign (126)_mask.png,dataset/benign/benign (126)_mask.png,[],benign,False,train
benign (127).png,dataset/benign/benign (127).png,benign (127)_mask.png,dataset/benign/benign (127)_mask.png,[],benign,False,test
benign (128).png,dataset/benign/benign (128).png,benign (128)_mask.png,dataset/benign/benign (128)_mask.png,[],benign,False,train
benign (129).png,dataset/benign/benign (129).png,benign (129)_mask.png,dataset/benign/benign (129)_mask.png,[],benign,False,train
benign (13).png,dataset/benign/benign (13).png,benign (13)_mask.png,dataset/benign/benign (13)_mask.png,[],benign,False,test
benign (130).png,dataset/benign/benign (130).png,benign (130)_mask.png,dataset/benign/benign (130)_mask.png,[],benign,False,test
benign (131).png,dataset/benign/benign (131).png,benign (131)_mask.png,dataset/benign/benign (131)_mask.png,[],benign,False,test
benign (132).png,dataset/benign/benign (132).png,benign (132)_mask.png,dataset/benign/benign (132)_mask.png,[],benign,False,train
benign (133).png,dataset/benign/benign (133).png,benign (133)_mask.png,dataset/benign/benign (133)_mask.png,[],benign,False,train
benign (134).png,dataset/benign/benign (134).png,benign (134)_mask.png,dataset/benign/benign (134)_mask.png,[],benign,False,val
benign (135).png,dataset/benign/benign (135).png,benign (135)_mask.png,dataset/benign/benign (135)_mask.png,[],benign,False,train
benign (136).png,dataset/benign/benign (136).png,benign (136)_mask.png,dataset/benign/benign (136)_mask.png,[],benign,False,test
benign (137).png,dataset/benign/benign (137).png,benign (137)_mask.png,dataset/benign/benign (137)_mask.png,[],benign,False,test
benign (138).png,dataset/benign/benign (138).png,benign (138)_mask.png,dataset/benign/benign (138)_mask.png,[],benign,False,test
benign (139).png,dataset/benign/benign (139).png,benign (139)_mask.png,dataset/benign/benign (139)_mask.png,[],benign,False,train
benign (14).png,dataset/benign/benign (14).png,benign (14)_mask.png,dataset/benign/benign (14)_mask.png,[],benign,False,train
benign (140).png,dataset/benign/benign (140).png,benign (140)_mask.png,dataset/benign/benign (140)_mask.png,[],benign,False,train
benign (141).png,dataset/benign/benign (141).png,benign (141)_mask.png,dataset/benign/benign (141)_mask.png,[],benign,False,train
benign (142).png,dataset/benign/benign (142).png,benign (142)_mask.png,dataset/benign/benign (142)_mask.png,[],benign,False,train
benign (143).png,dataset/benign/benign (143).png,benign (143)_mask.png,dataset/benign/benign (143)_mask.png,[],benign,False,test
benign (144).png,dataset/benign/benign (144).png,benign (144)_mask.png,dataset/benign/benign (144)_mask.png,[],benign,False,train
benign (145).png,dataset/benign/benign (145).png,benign (145)_mask.png,dataset/benign/benign (145)_mask.png,[],benign,False,train
benign (146).png,dataset/benign/benign (146).png,benign (146)_mask.png,dataset/benign/benign (146)_mask.png,[],benign,False,val
benign (147).png,dataset/benign/benign (147).png,benign (147)_mask.png,dataset/benign/benign (147)_mask.png,[],benign,False,train
benign (148).png,dataset/benign/benign (148).png,benign (148)_mask.png,dataset/benign/benign (148)_mask.png,[],benign,False,train
benign (149).png,dataset/benign/benign (149).png,benign (149)_mask.png,dataset/benign/benign (149)_mask.png,[],benign,False,train
benign (15).png,dataset/benign/benign (15).png,benign (15)_mask.png,dataset/benign/benign (15)_mask.png,[],benign,False,train
benign (150).png,dataset/benign/benign (150).png,benign (150)_mask.png,dataset/benign/benign (150)_mask.png,[],benign,False,test
benign (151).png,dataset/benign/benign (151).png,benign (151)_mask.png,dataset/benign/benign (151)_mask.png,[],benign,False,train
benign (152).png,dataset/benign/benign (152).png,benign (152)_mask.png,dataset/benign/benign (152)_mask.png,[],benign,False,train
benign (153).png,dataset/benign/benign (153).png,benign (153)_mask.png,dataset/benign/benign (153)_mask.png,[],benign,False,train
benign (154).png,dataset/benign/benign (154).png,benign (154)_mask.png,dataset/benign/benign (154)_mask.png,[],benign,False,train
benign (155).png,dataset/benign/benign (155).png,benign (155)_mask.png,dataset/benign/benign (155)_mask.png,[],benign,False,train
benign (156).png,dataset/benign/benign (156).png,benign (156)_mask.png,dataset/benign/benign (156)_mask.png,[],benign,False,val
benign (157).png,dataset/benign/benign (157).png,benign (157)_mask.png,dataset/benign/benign (157)_mask.png,[],benign,False,train
benign (158).png,dataset/benign/benign (158).png,benign (158)_mask.png,dataset/benign/benign (158)_mask.png,[],benign,False,val
benign (159).png,dataset/benign/benign (159).png,benign (159)_mask.png,dataset/benign/benign (159)_mask.png,[],benign,False,train
benign (16).png,dataset/benign/benign (16).png,benign (16)_mask.png,dataset/benign/benign (16)_mask.png,[],benign,False,train
benign (160).png,dataset/benign/benign (160).png,benign (160)_mask.png,dataset/benign/benign (160)_mask.png,[],benign,False,train
benign (161).png,dataset/benign/benign (161).png,benign (161)_mask.png,dataset/benign/benign (161)_mask.png,[],benign,False,val
benign (162).png,dataset/benign/benign (162).png,benign (162)_mask.png,dataset/benign/benign (162)_mask.png,[],benign,False,train
benign (163).png,dataset/benign/benign (163).png,benign (163)_mask.png,dataset/benign/benign (163)_mask.png,['dataset/benign/benign (163)_mask_1.png'],benign,False,val
benign (164).png,dataset/benign/benign (164).png,benign (164)_mask.png,dataset/benign/benign (164)_mask.png,[],benign,False,train
benign (165).png,dataset/benign/benign (165).png,benign (165)_mask.png,dataset/benign/benign (165)_mask.png,[],benign,False,train
benign (166).png,dataset/benign/benign (166).png,benign (166)_mask.png,dataset/benign/benign (166)_mask.png,[],benign,False,val
benign (167).png,dataset/benign/benign (167).png,benign (167)_mask.png,dataset/benign/benign (167)_mask.png,[],benign,False,train
benign (168).png,dataset/benign/benign (168).png,benign (168)_mask.png,dataset/benign/benign (168)_mask.png,[],benign,False,test
benign (169).png,dataset/benign/benign (169).png,benign (169)_mask.png,dataset/benign/benign (169)_mask.png,[],benign,False,train
benign (17).png,dataset/benign/benign (17).png,benign (17)_mask.png,dataset/benign/benign (17)_mask.png,[],benign,False,val
benign (170).png,dataset/benign/benign (170).png,benign (170)_mask.png,dataset/benign/benign (170)_mask.png,[],benign,False,train
benign (171).png,dataset/benign/benign (171).png,benign (171)_mask.png,dataset/benign/benign (171)_mask.png,[],benign,False,train
benign (172).png,dataset/benign/benign (172).png,benign (172)_mask.png,dataset/benign/benign (172)_mask.png,[],benign,False,train
benign (173).png,dataset/benign/benign (173).png,benign (173)_mask.png,dataset/benign/benign (173)_mask.png,['dataset/benign/benign (173)_mask_1.png'],benign,False,train
benign (174).png,dataset/benign/benign (174).png,benign (174)_mask.png,dataset/benign/benign (174)_mask.png,[],benign,False,train
benign (175).png,dataset/benign/benign (175).png,benign (175)_mask.png,dataset/benign/benign (175)_mask.png,[],benign,False,train
benign (176).png,dataset/benign/benign (176).png,benign (176)_mask.png,dataset/benign/benign (176)_mask.png,[],benign,False,val
benign (177).png,dataset/benign/benign (177).png,benign (177)_mask.png,dataset/benign/benign (177)_mask.png,[],benign,False,train
benign (178).png,dataset/benign/benign (178).png,benign (178)_mask.png,dataset/benign/benign (178)_mask.png,[],benign,False,val
benign (179).png,dataset/benign/benign (179).png,benign (179)_mask.png,dataset/benign/benign (179)_mask.png,[],benign,False,train
benign (18).png,dataset/benign/benign (18).png,benign (18)_mask.png,dataset/benign/benign (18)_mask.png,[],benign,False,train
benign (180).png,dataset/benign/benign (180).png,benign (180)_mask.png,dataset/benign/benign (180)_mask.png,[],benign,False,val
benign (181).png,dataset/benign/benign (181).png,benign (181)_mask.png,dataset/benign/benign (181)_mask.png,['dataset/benign/benign (181)_mask_1.png'],benign,False,train
benign (182).png,dataset/benign/benign (182).png,benign (182)_mask.png,dataset/benign/benign (182)_mask.png,[],benign,False,train
benign (183).png,dataset/benign/benign (183).png,benign (183)_mask.png,dataset/benign/benign (183)_mask.png,[],benign,False,train
benign (184).png,dataset/benign/benign (184).png,benign (184)_mask.png,dataset/benign/benign (184)_mask.png,[],benign,False,train
benign (185).png,dataset/benign/benign (185).png,benign (185)_mask.png,dataset/benign/benign (185)_mask.png,[],benign,False,train
benign (186).png,dataset/benign/benign (186).png,benign (186)_mask.png,dataset/benign/benign (186)_mask.png,[],benign,False,train
benign (187).png,dataset/benign/benign (187).png,benign (187)_mask.png,dataset/benign/benign (187)_mask.png,[],benign,False,test
benign (188).png,dataset/benign/benign (188).png,benign (188)_mask.png,dataset/benign/benign (188)_mask.png,[],benign,False,train
benign (189).png,dataset/benign/benign (189).png,benign (189)_mask.png,dataset/benign/benign (189)_mask.png,[],benign,False,val
benign (19).png,dataset/benign/benign (19).png,benign (19)_mask.png,dataset/benign/benign (19)_mask.png,[],benign,False,train
benign (190).png,dataset/benign/benign (190).png,benign (190)_mask.png,dataset/benign/benign (190)_mask.png,[],benign,False,train
benign (191).png,dataset/benign/benign (191).png,benign (191)_mask.png,dataset/benign/benign (191)_mask.png,[],benign,False,test
benign (192).png,dataset/benign/benign (192).png,benign (192)_mask.png,dataset/benign/benign (192)_mask.png,[],benign,False,val
benign (193).png,dataset/benign/benign (193).png,benign (193)_mask.png,dataset/benign/benign (193)_mask.png,[],benign,False,train
benign (194).png,dataset/benign/benign (194).png,benign (194)_mask.png,dataset/benign/benign (194)_mask.png,[],benign,False,test
benign (195).png,dataset/benign/benign (195).png,benign (195)_mask.png,dataset/benign/benign (195)_mask.png,"['dataset/benign/benign (195)_mask_1.png', 'dataset/benign/benign (195)_mask_2.png']",benign,False,val
benign (196).png,dataset/benign/benign (196).png,benign (196)_mask.png,dataset/benign/benign (196)_mask.png,[],benign,False,train
benign (197).png,dataset/benign/benign (197).png,benign (197)_mask.png,dataset/benign/benign (197)_mask.png,[],benign,False,train
benign (198).png,dataset/benign/benign (198).png,benign (198)_mask.png,dataset/benign/benign (198)_mask.png,[],benign,False,test
benign (199).png,dataset/benign/benign (199).png,benign (199)_mask.png,dataset/benign/benign (199)_mask.png,[],benign,False,test
benign (2).png,dataset/benign/benign (2).png,benign (2)_mask.png,dataset/benign/benign (2)_mask.png,[],benign,False,val
benign (20).png,dataset/benign/benign (20).png,benign (20)_mask.png,dataset/benign/benign (20)_mask.png,[],benign,False,train
benign (200).png,dataset/benign/benign (200).png,benign (200)_mask.png,dataset/benign/benign (200)_mask.png,[],benign,False,test
benign (201).png,dataset/benign/benign (201).png,benign (201)_mask.png,dataset/benign/benign (201)_mask.png,[],benign,False,val
benign (202).png,dataset/benign/benign (202).png,benign (202)_mask.png,dataset/benign/benign (202)_mask.png,[],benign,False,train
benign (203).png,dataset/benign/benign (203).png,benign (203)_mask.png,dataset/benign/benign (203)_mask.png,[],benign,False,val
benign (204).png,dataset/benign/benign (204).png,benign (204)_mask.png,dataset/benign/benign (204)_mask.png,[],benign,False,val
benign (205).png,dataset/benign/benign (205).png,benign (205)_mask.png,dataset/benign/benign (205)_mask.png,[],benign,False,train
benign (206).png,dataset/benign/benign (206).png,benign (206)_mask.png,dataset/benign/benign (206)_mask.png,[],benign,False,train
benign (207).png,dataset/benign/benign (207).png,benign (207)_mask.png,dataset/benign/benign (207)_mask.png,[],benign,False,train
benign (208).png,dataset/benign/benign (208).png,benign (208)_mask.png,dataset/benign/benign (208)_mask.png,[],benign,False,train
benign (209).png,dataset/benign/benign (209).png,benign (209)_mask.png,dataset/benign/benign (209)_mask.png,[],benign,False,test
benign (21).png,dataset/benign/benign (21).png,benign (21)_mask.png,dataset/benign/benign (21)_mask.png,[],benign,False,val
benign (210).png,dataset/benign/benign (210).png,benign (210)_mask.png,dataset/benign/benign (210)_mask.png,[],benign,False,train
benign (211).png,dataset/benign/benign (211).png,benign (211)_mask.png,dataset/benign/benign (211)_mask.png,[],benign,False,val
benign (212).png,dataset/benign/benign (212).png,benign (212)_mask.png,dataset/benign/benign (212)_mask.png,[],benign,False,train
benign (213).png,dataset/benign/benign (213).png,benign (213)_mask.png,dataset/benign/benign (213)_mask.png,[],benign,False,train
benign (214).png,dataset/benign/benign (214).png,benign (214)_mask.png,dataset/benign/benign (214)_mask.png,[],benign,False,train
benign (215).png,dataset/benign/benign (215).png,benign (215)_mask.png,dataset/benign/benign (215)_mask.png,[],benign,False,test
benign (216).png,dataset/benign/benign (216).png,benign (216)_mask.png,dataset/benign/benign (216)_mask.png,[],benign,False,train
benign (217).png,dataset/benign/benign (217).png,benign (217)_mask.png,dataset/benign/benign (217)_mask.png,[],benign,False,train
benign (218).png,dataset/benign/benign (218).png,benign (218)_mask.png,dataset/benign/benign (218)_mask.png,[],benign,False,train
benign (219).png,dataset/benign/benign (219).png,benign (219)_mask.png,dataset/benign/benign (219)_mask.png,[],benign,False,train
benign (22).png,dataset/benign/benign (22).png,benign (22)_mask.png,dataset/benign/benign (22)_mask.png,[],benign,False,train
benign (220).png,dataset/benign/benign (220).png,benign (220)_mask.png,dataset/benign/benign (220)_mask.png,[],benign,False,train
benign (221).png,dataset/benign/benign (221).png,benign (221)_mask.png,dataset/benign/benign (221)_mask.png,[],benign,False,test
benign (222).png,dataset/benign/benign (222).png,benign (222)_mask.png,dataset/benign/benign (222)_mask.png,[],benign,False,test
benign (223).png,dataset/benign/benign (223).png,benign (223)_mask.png,dataset/benign/benign (223)_mask.png,[],benign,False,train
benign (224).png,dataset/benign/benign (224).png,benign (224)_mask.png,dataset/benign/benign (224)_mask.png,[],benign,False,test
benign (225).png,dataset/benign/benign (225).png,benign (225)_mask.png,dataset/benign/benign (225)_mask.png,[],benign,False,train
benign (226).png,dataset/benign/benign (226).png,benign (226)_mask.png,dataset/benign/benign (226)_mask.png,[],benign,False,test
benign (227).png,dataset/benign/benign (227).png,benign (227)_mask.png,dataset/benign/benign (227)_mask.png,[],benign,False,val
benign (228).png,dataset/benign/benign (228).png,benign (228)_mask.png,dataset/benign/benign (228)_mask.png,[],benign,False,train
benign (229).png,dataset/benign/benign (229).png,benign (229)_mask.png,dataset/benign/benign (229)_mask.png,[],benign,False,train
benign (23).png,dataset/benign/benign (23).png,benign (23)_mask.png,dataset/benign/benign (23)_mask.png,[],benign,False,train
benign (230).png,dataset/benign/benign (230).png,benign (230)_mask.png,dataset/benign/benign (230)_mask.png,[],benign,False,train
benign (231).png,dataset/benign/benign (231).png,benign (231)_mask.png,dataset/benign/benign (231)_mask.png,[],benign,False,train
benign (232).png,dataset/benign/benign (232).png,benign (232)_mask.png,dataset/benign/benign (232)_mask.png,[],benign,False,train
benign (233).png,dataset/benign/benign (233).png,benign (233)_mask.png,dataset/benign/benign (233)_mask.png,[],benign,False,train
benign (234).png,dataset/benign/benign (234).png,benign (234)_mask.png,dataset/benign/benign (234)_mask.png,[],benign,False,train
benign (235).png,dataset/benign/benign (235).png,benign (235)_mask.png,dataset/benign/benign (235)_mask.png,[],benign,False,train
benign (236).png,dataset/benign/benign (236).png,benign (236)_mask.png,dataset/benign/benign (236)_mask.png,[],benign,False,train
benign (237).png,dataset/benign/benign (237).png,benign (237)_mask.png,dataset/benign/benign (237)_mask.png,[],benign,False,train
benign (238).png,dataset/benign/benign (238).png,benign (238)_mask.png,dataset/benign/benign (238)_mask.png,[],benign,False,train
benign (239).png,dataset/benign/benign (239).png,benign (239)_mask.png,dataset/benign/benign (239)_mask.png,[],benign,False,train
benign (24).png,dataset/benign/benign (24).png,benign (24)_mask.png,dataset/benign/benign (24)_mask.png,[],benign,False,train
benign (240).png,dataset/benign/benign (240).png,benign (240)_mask.png,dataset/benign/benign (240)_mask.png,[],benign,False,val
benign (241).png,dataset/benign/benign (241).png,benign (241)_mask.png,dataset/benign/benign (241)_mask.png,[],benign,False,train
benign (242).png,dataset/benign/benign (242).png,benign (242)_mask.png,dataset/benign/benign (242)_mask.png,[],benign,False,train
benign (243).png,dataset/benign/benign (243).png,benign (243)_mask.png,dataset/benign/benign (243)_mask.png,[],benign,False,test
benign (244).png,dataset/benign/benign (244).png,benign (244)_mask.png,dataset/benign/benign (244)_mask.png,[],benign,False,train
benign (245).png,dataset/benign/benign (245).png,benign (245)_mask.png,dataset/benign/benign (245)_mask.png,[],benign,False,train
benign (246).png,dataset/benign/benign (246).png,benign (246)_mask.png,dataset/benign/benign (246)_mask.png,[],benign,False,test
benign (247).png,dataset/benign/benign (247).png,benign (247)_mask.png,dataset/benign/benign (247)_mask.png,[],benign,False,train
benign (248).png,dataset/benign/benign (248).png,benign (248)_mask.png,dataset/benign/benign (248)_mask.png,[],benign,False,train
benign (249).png,dataset/benign/benign (249).png,benign (249)_mask.png,dataset/benign/benign (249)_mask.png,[],benign,False,train
benign (25).png,dataset/benign/benign (25).png,benign (25)_mask.png,dataset/benign/benign (25)_mask.png,['dataset/benign/benign (25)_mask_1.png'],benign,False,test
benign (250).png,dataset/benign/benign (250).png,benign (250)_mask.png,dataset/benign/benign (250)_mask.png,[],benign,False,train
benign (251).png,dataset/benign/benign (251).png,benign (251)_mask.png,dataset/benign/benign (251)_mask.png,[],benign,False,train
benign (252).png,dataset/benign/benign (252).png,benign (252)_mask.png,dataset/benign/benign (252)_mask.png,[],benign,False,val
benign (253).png,dataset/benign/benign (253).png,benign (253)_mask.png,dataset/benign/benign (253)_mask.png,[],benign,False,train
benign (254).png,dataset/benign/benign (254).png,benign (254)_mask.png,dataset/benign/benign (254)_mask.png,[],benign,False,train
benign (255).png,dataset/benign/benign (255).png,benign (255)_mask.png,dataset/benign/benign (255)_mask.png,[],benign,False,train
benign (256).png,dataset/benign/benign (256).png,benign (256)_mask.png,dataset/benign/benign (256)_mask.png,[],benign,False,train
benign (257).png,dataset/benign/benign (257).png,benign (257)_mask.png,dataset/benign/benign (257)_mask.png,[],benign,False,test
benign (258).png,dataset/benign/benign (258).png,benign (258)_mask.png,dataset/benign/benign (258)_mask.png,[],benign,False,train
benign (259).png,dataset/benign/benign (259).png,benign (259)_mask.png,dataset/benign/benign (259)_mask.png,[],benign,False,val
benign (26).png,dataset/benign/benign (26).png,benign (26)_mask.png,dataset/benign/benign (26)_mask.png,[],benign,False,train
benign (260).png,dataset/benign/benign (260).png,benign (260)_mask.png,dataset/benign/benign (260)_mask.png,[],benign,False,train
benign (261).png,dataset/benign/benign (261).png,benign (261)_mask.png,dataset/benign/benign (261)_mask.png,[],benign,False,train
benign (262).png,dataset/benign/benign (262).png,benign (262)_mask.png,dataset/benign/benign (262)_mask.png,[],benign,False,train
benign (263).png,dataset/benign/benign (263).png,benign (263)_mask.png,dataset/benign/benign (263)_mask.png,[],benign,False,test
benign (264).png,dataset/benign/benign (264).png,benign (264)_mask.png,dataset/benign/benign (264)_mask.png,[],benign,False,train
benign (265).png,dataset/benign/benign (265).png,benign (265)_mask.png,dataset/benign/benign (265)_mask.png,[],benign,False,train
benign (266).png,dataset/benign/benign (266).png,benign (266)_mask.png,dataset/benign/benign (266)_mask.png,[],benign,False,train
benign (267).png,dataset/benign/benign (267).png,benign (267)_mask.png,dataset/benign/benign (267)_mask.png,[],benign,False,train
benign (268).png,dataset/benign/benign (268).png,benign (268)_mask.png,dataset/benign/benign (268)_mask.png,[],benign,False,val
benign (269).png,dataset/benign/benign (269).png,benign (269)_mask.png,dataset/benign/benign (269)_mask.png,[],benign,False,val
benign (27).png,dataset/benign/benign (27).png,benign (27)_mask.png,dataset/benign/benign (27)_mask.png,[],benign,False,val
benign (270).png,dataset/benign/benign (270).png,benign (270)_mask.png,dataset/benign/benign (270)_mask.png,[],benign,False,test
benign (271).png,dataset/benign/benign (271).png,benign (271)_mask.png,dataset/benign/benign (271)_mask.png,[],benign,False,train
benign (272).png,dataset/benign/benign (272).png,benign (272)_mask.png,dataset/benign/benign (272)_mask.png,[],benign,False,train
benign (273).png,dataset/benign/benign (273).png,benign (273)_mask.png,dataset/benign/benign (273)_mask.png,[],benign,False,train
benign (274).png,dataset/benign/benign (274).png,benign (274)_mask.png,dataset/benign/benign (274)_mask.png,[],benign,False,test
benign (275).png,dataset/benign/benign (275).png,benign (275)_mask.png,dataset/benign/benign (275)_mask.png,[],benign,False,test
benign (276).png,dataset/benign/benign (276).png,benign (276)_mask.png,dataset/benign/benign (276)_mask.png,[],benign,False,train
benign (277).png,dataset/benign/benign (277).png,benign (277)_mask.png,dataset/benign/benign (277)_mask.png,[],benign,False,train
benign (278).png,dataset/benign/benign (278).png,benign (278)_mask.png,dataset/benign/benign (278)_mask.png,[],benign,False,train
benign (279).png,dataset/benign/benign (279).png,benign (279)_mask.png,dataset/benign/benign (279)_mask.png,[],benign,False,val
benign (28).png,dataset/benign/benign (28).png,benign (28)_mask.png,dataset/benign/benign (28)_mask.png,[],benign,False,train
benign (280).png,dataset/benign/benign (280).png,benign (280)_mask.png,dataset/benign/benign (280)_mask.png,[],benign,False,train
benign (281).png,dataset/benign/benign (281).png,benign (281)_mask.png,dataset/benign/benign (281)_mask.png,[],benign,False,train
benign (282).png,dataset/benign/benign (282).png,benign (282)_mask.png,dataset/benign/benign (282)_mask.png,[],benign,False,train
benign (283).png,dataset/benign/benign (283).png,benign (283)_mask.png,dataset/benign/benign (283)_mask.png,[],benign,False,train
benign (284).png,dataset/benign/benign (284).png,benign (284)_mask.png,dataset/benign/benign (284)_mask.png,[],benign,False,train
benign (285).png,dataset/benign/benign (285).png,benign (285)_mask.png,dataset/benign/benign (285)_mask.png,[],benign,False,val
benign (286).png,dataset/benign/benign (286).png,benign (286)_mask.png,dataset/benign/benign (286)_mask.png,[],benign,False,train
benign (287).png,dataset/benign/benign (287).png,benign (287)_mask.png,dataset/benign/benign (287)_mask.png,[],benign,False,test
benign (288).png,dataset/benign/benign (288).png,benign (288)_mask.png,dataset/benign/benign (288)_mask.png,[],benign,False,val
benign (289).png,dataset/benign/benign (289).png,benign (289)_mask.png,dataset/benign/benign (289)_mask.png,[],benign,False,train
benign (29).png,dataset/benign/benign (29).png,benign (29)_mask.png,dataset/benign/benign (29)_mask.png,[],benign,False,train
benign (290).png,dataset/benign/benign (290).png,benign (290)_mask.png,dataset/benign/benign (290)_mask.png,[],benign,False,test
benign (291).png,dataset/benign/benign (291).png,benign (291)_mask.png,dataset/benign/benign (291)_mask.png,[],benign,False,train
benign (292).png,dataset/benign/benign (292).png,benign (292)_mask.png,dataset/benign/benign (292)_mask.png,[],benign,False,train
benign (293).png,dataset/benign/benign (293).png,benign (293)_mask.png,dataset/benign/benign (293)_mask.png,[],benign,False,train
benign (294).png,dataset/benign/benign (294).png,benign (294)_mask.png,dataset/benign/benign (294)_mask.png,[],benign,False,train
benign (295).png,dataset/benign/benign (295).png,benign (295)_mask.png,dataset/benign/benign (295)_mask.png,[],benign,False,train
benign (296).png,dataset/benign/benign (296).png,benign (296)_mask.png,dataset/benign/benign (296)_mask.png,[],benign,False,val
benign (297).png,dataset/benign/benign (297).png,benign (297)_mask.png,dataset/benign/benign (297)_mask.png,[],benign,False,train
benign (298).png,dataset/benign/benign (298).png,benign (298)_mask.png,dataset/benign/benign (298)_mask.png,[],benign,False,val
benign (299).png,dataset/benign/benign (299).png,benign (299)_mask.png,dataset/benign/benign (299)_mask.png,[],benign,False,val
benign (3).png,dataset/benign/benign (3).png,benign (3)_mask.png,dataset/benign/benign (3)_mask.png,[],benign,False,train
benign (30).png,dataset/benign/benign (30).png,benign (30)_mask.png,dataset/benign/benign (30)_mask.png,[],benign,False,test
benign (300).png,dataset/benign/benign (300).png,benign (300)_mask.png,dataset/benign/benign (300)_mask.png,[],benign,False,val
benign (301).png,dataset/benign/benign (301).png,benign (301)_mask.png,dataset/benign/benign (301)_mask.png,[],benign,False,train
benign (302).png,dataset/benign/benign (302).png,benign (302)_mask.png,dataset/benign/benign (302)_mask.png,[],benign,False,train
benign (303).png,dataset/benign/benign (303).png,benign (303)_mask.png,dataset/benign/benign (303)_mask.png,[],benign,False,train
benign (304).png,dataset/benign/benign (304).png,benign (304)_mask.png,dataset/benign/benign (304)_mask.png,[],benign,False,train
benign (305).png,dataset/benign/benign (305).png,benign (305)_mask.png,dataset/benign/benign (305)_mask.png,[],benign,False,train
benign (306).png,dataset/benign/benign (306).png,benign (306)_mask.png,dataset/benign/benign (306)_mask.png,[],benign,False,train
benign (307).png,dataset/benign/benign (307).png,benign (307)_mask.png,dataset/benign/benign (307)_mask.png,[],benign,False,train
benign (308).png,dataset/benign/benign (308).png,benign (308)_mask.png,dataset/benign/benign (308)_mask.png,[],benign,False,train
